No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Volume,Industry,Sector,Net Income,FCF,Net Cash,Rev. Growth
981,LMB,"Limbach Holdings, Inc.",865.81M,76.26,-3.03%,518.78M,"193,522",Building Products & Equipment,Industrials,0.47%,30.88M,29.26M,-3.80M
982,EVGO,"EVgo, Inc.",863.83M,2.820,-2.76%,256.83M,"3,567,954",Specialty Retail,Consumer Discretionary,59.57%,-44.04M,-102.04M,26.90M
983,ZYME,Zymeworks Inc.,860.67M,12.37,-1.12%,76.30M,"313,291",Biotechnology,Healthcare,0.38%,-122.70M,-112.04M,305.67M
984,XERS,"Xeris Biopharma Holdings, Inc.",858.99M,5.58,-0.89%,203.07M,"2,978,506",Biotechnology,Healthcare,23.89%,-54.84M,-37.85M,-199.83M
985,PHVS,Pharvaris N.V.,856.88M,15.80,1.48%,-,"35,787",Biotechnology,Healthcare,-,-147.46M,-118.40M,340.26M
986,XPEL,"XPEL, Inc.",853.90M,30.88,-2.06%,420.40M,"198,288",Auto Parts,Consumer Discretionary,6.08%,45.49M,41.11M,1.00M
987,GYRE,"Gyre Therapeutics, Inc.",852.81M,9.11,0.22%,105.76M,"93,912",Biotechnology,Healthcare,-6.78%,12.09M,-5.96M,25.07M
988,CGBD,"Carlyle Secured Lending, Inc.",852.00M,16.72,-1.12%,232.59M,"141,911",Asset Management,Financials,-3.74%,85.48M,-,-937.99M
989,DNUT,"Krispy Kreme, Inc.",850.30M,5.00,-8.93%,1.67B,"4,390,941",Grocery Stores,Consumer Staples,-1.23%,3.10M,-74.96M,-1.32B
990,PNTG,"The Pennant Group, Inc.",847.32M,24.61,-3.19%,695.24M,"194,835",Medical Care Facilities,Healthcare,27.59%,22.56M,18.93M,-248.85M
991,REAX,The Real Brokerage Inc.,844.45M,4.140,-2.82%,1.26B,"707,928",Real Estate Services,Real Estate,83.51%,-26.54M,47.69M,32.83M
992,THRM,Gentherm Incorporated,843.93M,27.41,-5.81%,1.46B,"309,782",Auto Parts,Consumer Discretionary,-0.88%,64.95M,36.33M,-129.92M
993,NSSC,"Napco Security Technologies, Inc.",840.87M,23.10,-1.03%,186.53M,"395,267",Security & Protection Services,Industrials,5.14%,48.38M,49.47M,93.78M
994,FMBH,"First Mid Bancshares, Inc.",839.86M,35.02,-2.80%,319.38M,"43,410",Banks - Regional,Financials,16.50%,78.90M,119.48M,-449.87M
995,BHRB,Burke & Herbert Financial Services Corp.,838.58M,55.97,-2.20%,233.03M,"28,116",Banks - Regional,Financials,113.92%,35.03M,81.23M,-357.57M
996,NTLA,"Intellia Therapeutics, Inc.",835.39M,8.07,-3.93%,57.88M,"2,758,210",Biotechnology,Healthcare,59.55%,-519.02M,-354.66M,651.53M
997,CIFR,Cipher Mining Inc.,834.41M,2.320,-8.66%,151.27M,"9,867,731",Capital Markets,Financials,19.26%,-44.64M,-389.96M,-50.83M
998,CRESY,"Cresud Sociedad Anónima, Comercial, Inmobiliaria, Financiera y Agropecuaria",832.99M,11.43,-1.04%,693.19M,"210,007",Conglomerates,Industrials,-14.37%,-86.66M,-82.99M,-777.40M
999,BASE,"Couchbase, Inc.",832.08M,15.67,6.89%,209.47M,"1,838,474",Software - Infrastructure,Technology,16.35%,-74.65M,-18.85M,142.86M
1000,UVSP,Univest Financial Corporation,830.90M,28.65,-2.08%,293.05M,"76,598",Banks - Regional,Financials,2.45%,75.93M,72.00M,-87.92M
1001,CECO,CECO Environmental Corp.,829.26M,23.70,-3.50%,557.93M,"254,008",Pollution & Treatment Controls,Industrials,2.40%,12.96M,7.46M,-212.08M
1002,JBSS,"John B. Sanfilippo & Son, Inc.",824.09M,70.81,-0.31%,1.12B,"39,895",Packaged Foods,Consumer Staples,12.09%,48.74M,17.44M,-88.14M
1003,AAOI,"Applied Optoelectronics, Inc.",823.09M,16.38,-7.87%,249.37M,"3,526,181",Communication Equipment,Technology,14.57%,-186.73M,-119.72M,-123.43M
1004,HFWA,Heritage Financial Corporation,820.54M,24.14,-1.03%,210.56M,"181,753",Banks - Regional,Financials,-12.10%,43.26M,61.02M,-312.88M
1005,WOOF,"Petco Health and Wellness Company, Inc.",819.60M,2.960,-7.79%,6.12B,"8,931,514",Specialty Retail,Consumer Discretionary,-2.22%,-101.82M,49.68M,-2.76B
1006,DAWN,"Day One Biopharmaceuticals, Inc.",817.93M,8.07,-1.47%,131.16M,"571,949",Biotechnology,Healthcare,-,-95.50M,-80.28M,529.12M
1007,OPEN,Opendoor Technologies Inc.,817.58M,1.130,-3.42%,5.15B,"28,280,181",Real Estate Services,Real Estate,-25.81%,-392.00M,-620.00M,-1.64B
1008,RDUS,"Radius Recycling, Inc.",815.94M,28.98,-0.34%,2.72B,"971,470",Steel,Materials,-7.92%,-285.62M,-117.51M,-567.23M
1009,AXGN,"Axogen, Inc.",814.15M,18.36,-3.32%,187.34M,"413,311",Medical Devices,Healthcare,17.81%,-9.96M,1.43M,-37.60M
1010,IIIV,"i3 Verticals, Inc.",813.29M,24.59,-3.07%,236.56M,"152,616",Software - Infrastructure,Technology,20.85%,114.30M,42.76M,50.56M
1011,ECPG,"Encore Capital Group, Inc.",811.66M,34.26,-4.17%,1.32B,"175,538",Credit Services,Financials,7.66%,-139.24M,126.95M,-3.56B
1012,MYGN,"Myriad Genetics, Inc.",810.82M,8.88,-3.69%,837.60M,"563,375",Diagnostics & Research,Healthcare,11.21%,-127.30M,-27.70M,-37.90M
1013,PRAA,"PRA Group, Inc.",810.74M,20.52,-2.52%,1.11B,"254,948",Credit Services,Financials,38.87%,70.60M,-98.64M,-3.25B
1014,HCKT,"The Hackett Group, Inc.",810.67M,29.17,-0.27%,307.03M,"144,403",Information Technology Services,Technology,5.41%,29.63M,43.65M,690.00K
1015,RCKT,"Rocket Pharmaceuticals, Inc.",809.32M,7.59,-3.68%,-,"1,094,260",Biotechnology,Healthcare,-,-258.75M,-215.59M,346.84M
1016,SCSC,"ScanSource, Inc.",808.79M,34.47,-2.74%,3.02B,"167,778",Electronics & Computer Distribution,Technology,-15.92%,62.93M,245.49M,-39.60M
1017,EZPW,"EZCORP, Inc.",806.22M,14.68,-2.17%,1.18B,"714,154",Credit Services,Financials,8.95%,85.64M,83.92M,-394.80M
1018,ADSE,ADS-TEC Energy PLC,804.81M,14.98,-0.13%,158.97M,"167,250",Electrical Equipment & Parts,Industrials,168.42%,-76.55M,1.35M,5.10M
1019,PGY,Pagaya Technologies Ltd.,802.68M,10.66,-7.79%,1.03B,"1,475,836",Software - Infrastructure,Technology,27.12%,-401.41M,48.78M,-485.09M
1020,ANGI,Angi Inc.,801.51M,15.92,-6.63%,1.19B,"365,350",Internet Content & Information,Communication Services,-12.78%,36.00M,105.45M,-128.72M
1021,REPL,"Replimune Group, Inc.",800.18M,10.39,-0.57%,-,"342,945",Biotechnology,Healthcare,-,-228.24M,-191.98M,460.50M
1022,ASTE,"Astec Industries, Inc.",799.86M,35.03,-2.45%,1.31B,"135,926",Farm & Heavy Construction Machinery,Industrials,-2.47%,4.30M,2.50M,-32.60M
1023,CMRX,"Chimerix, Inc.",797.33M,8.50,-,212.00K,"835,346",Biotechnology,Healthcare,-34.57%,-88.39M,-,130.47M
1024,BJRI,"BJ's Restaurants, Inc.",796.50M,35.06,-3.81%,1.36B,"244,798",Restaurants,Consumer Discretionary,1.81%,16.69M,24.57M,-474.52M
1025,XNCR,"Xencor, Inc.",791.29M,11.23,-2.43%,110.49M,"834,038",Biotechnology,Healthcare,-36.72%,-232.62M,-208.29M,522.66M
1026,ICHR,"Ichor Holdings, Ltd.",788.54M,23.19,-7.92%,849.04M,"320,557",Semiconductor Equipment & Materials,Technology,4.68%,-20.82M,10.24M,-65.54M
1027,ATLC,Atlanticus Holdings Corporation,782.67M,51.78,-2.30%,399.94M,"102,027",Credit Services,Financials,12.92%,87.37M,467.62M,-2.13B
1028,PPTA,Perpetua Resources Corp.,780.48M,10.95,-1.17%,-,"564,279",Other Precious Metals & Mining,Materials,-,-14.48M,-14.57M,44.08M
1029,PRAX,"Praxis Precision Medicines, Inc.",779.51M,38.66,-0.49%,8.55M,"408,230",Biotechnology,Healthcare,249.53%,-182.82M,-131.76M,468.16M
1030,NBN,Northeast Bank,774.04M,91.14,-2.46%,172.13M,"20,160",Banks - Regional,Financials,20.19%,68.55M,-,-62.42M
1031,AVDL,Avadel Pharmaceuticals plc,774.00M,8.01,-1.35%,169.12M,"645,510",Drug Manufacturers - Specialty & Generic,Healthcare,504.79%,-48.83M,-46.91M,34.93M
1032,ARRY,"Array Technologies, Inc.",772.23M,5.08,-0.59%,915.81M,"3,029,558",Solar,Technology,-41.91%,-296.06M,146.68M,-335.02M
1033,DSP,Viant Technology Inc.,766.98M,12.16,-2.80%,289.24M,"169,308",Software - Application,Technology,29.74%,2.36M,49.27M,179.04M
1034,EOLS,"Evolus, Inc.",766.22M,12.05,-1.55%,266.27M,"733,234",Drug Manufacturers - Specialty & Generic,Healthcare,31.76%,-50.42M,-19.47M,-43.03M
1035,AOSL,Alpha and Omega Semiconductor Limited,765.67M,26.03,-2.62%,666.40M,"382,442",Semiconductors,Technology,4.12%,-23.05M,30.99M,123.65M
1036,FUFU,BitFuFu Inc.,762.38M,4.680,-4.88%,463.33M,"156,062",Capital Markets,Financials,63.08%,53.96M,-,-91.14M
1037,HCSG,"Healthcare Services Group, Inc.",760.60M,10.35,-3.63%,1.72B,"475,452",Medical Care Facilities,Healthcare,2.65%,39.47M,24.47M,90.86M
1038,PDFS,"PDF Solutions, Inc.",754.11M,19.28,-3.84%,179.47M,"225,748",Software - Application,Technology,8.22%,4.06M,-8.08M,109.71M
1039,UFCS,"United Fire Group, Inc.",752.81M,29.66,-0.20%,1.25B,"81,640",Insurance - Property & Casualty,Financials,14.41%,61.96M,328.43M,62.02M
1040,OSBC,"Old Second Bancorp, Inc.",751.84M,16.69,-1.77%,271.80M,"111,337",Banks - Regional,Financials,0.81%,85.26M,120.75M,-40.18M
1041,UXIN,Uxin Limited,751.78M,4.000,-5.02%,232.10M,"15,016",Auto & Truck Dealerships,Consumer Discretionary,11.56%,-301.46M,-,-231.26M
1042,GRPN,"Groupon, Inc.",749.24M,18.82,-0.05%,492.56M,"1,360,327",Internet Content & Information,Communication Services,-4.34%,-59.03M,40.56M,-24.09M
1043,SWIM,"Latham Group, Inc.",744.44M,6.43,-8.01%,508.52M,"1,004,302",Building Products & Equipment,Industrials,-10.23%,-17.86M,41.19M,-258.29M
1044,AVXL,Anavex Life Sciences Corp.,741.76M,8.72,-8.60%,-,"1,545,057",Biotechnology,Healthcare,-,-46.49M,-35.61M,120.78M
1045,AMSC,American Superconductor Corporation,741.05M,18.78,-3.20%,198.19M,"455,512",Specialty Industrial Machinery,Industrials,46.42%,3.25M,22.56M,71.80M
1046,AIOT,"PowerFleet, Inc.",740.43M,5.59,-5.73%,292.95M,"1,674,588",Software - Infrastructure,Technology,119.05%,-97.94M,-39.84M,-247.74M
1047,JFIN,Jiayin Group Inc.,739.80M,13.95,-6.00%,794.76M,"268,016",Internet Content & Information,Communication Services,6.11%,144.74M,-,66.97M
1048,CFFN,"Capitol Federal Financial, Inc.",738.74M,5.69,-1.04%,181.72M,"580,398",Banks - Regional,Financials,-,50.85M,35.05M,-1.99B
1049,BCAX,Bicara Therapeutics Inc.,730.61M,13.40,-,-,"308,591",Biotechnology,Healthcare,-,-68.00M,-74.82M,488.97M
1050,MLYS,"Mineralys Therapeutics, Inc.",730.59M,14.66,-2.27%,-,"1,221,204",Biotechnology,Healthcare,-,-177.81M,-166.41M,198.19M
1051,NESR,National Energy Services Reunited Corp.,729.95M,7.60,-2.69%,1.30B,"78,730",Oil & Gas Equipment & Services,Energy,13.60%,76.31M,124.22M,-301.18M
1052,HTLD,"Heartland Express, Inc.",729.73M,9.29,-1.69%,1.05B,"311,691",Trucking,Industrials,-13.25%,-29.72M,34.81M,-195.80M
1053,ITRN,Ituran Location and Control Ltd.,727.71M,36.58,-0.81%,336.26M,"85,956",Scientific & Technical Instruments,Technology,5.09%,53.65M,60.64M,71.69M
1054,PLAY,"Dave & Buster's Entertainment, Inc.",726.55M,18.87,-4.84%,2.20B,"647,204",Entertainment,Communication Services,1.25%,85.10M,-182.30M,-3.27B
1055,SSYS,Stratasys Ltd.,726.08M,10.12,-1.65%,572.46M,"336,466",Computer Hardware,Technology,-8.79%,-120.28M,-3.05M,118.61M
1056,NBBK,"NB Bancorp, Inc.",725.24M,18.79,-0.48%,160.61M,"202,721",Banks - Regional,Financials,23.80%,42.15M,41.25M,229.82M
1057,FTRE,Fortrea Holdings Inc.,724.31M,8.03,-3.95%,2.70B,"1,752,133",Biotechnology,Healthcare,-5.14%,-328.50M,237.30M,-1.08B
1058,BFST,"Business First Bancshares, Inc.",723.44M,24.48,-3.51%,260.70M,"101,022",Banks - Regional,Financials,6.05%,59.71M,59.84M,56.02M
1059,ULH,"Universal Logistics Holdings, Inc.",720.04M,27.36,-1.48%,1.85B,"141,019",Trucking,Industrials,11.06%,129.91M,-139.23M,-807.50M
1060,AVO,"Mission Produce, Inc.",719.25M,10.12,-1.46%,1.31B,"326,151",Food Distribution,Consumer Staples,31.14%,40.60M,45.60M,-175.90M
1061,COGT,"Cogent Biosciences, Inc.",716.29M,6.48,-1.97%,-,"1,815,339",Biotechnology,Healthcare,-,-255.86M,-208.36M,269.61M
1062,ABL,"Abacus Global Management, Inc.",715.46M,7.62,6.57%,102.41M,"772,877",Insurance - Life,Financials,77.68%,-11.93M,-131.80M,-160.09M
1063,MBWM,Mercantile Bank Corporation,714.65M,44.03,-1.83%,224.08M,"52,856",Banks - Regional,Financials,2.79%,79.59M,92.59M,-259.91M
1064,FDUS,Fidus Investment Corporation,714.08M,20.56,-0.68%,146.15M,"275,311",Asset Management,Financials,12.33%,78.29M,-,-417.73M
1065,EMBC,Embecta Corp.,713.89M,12.28,-1.21%,1.11B,"412,481",Medical Instruments & Supplies,Healthcare,-1.31%,58.20M,28.90M,-1.38B
1066,NTGR,"NETGEAR, Inc.",713.64M,24.72,-0.44%,673.76M,"244,552",Communication Equipment,Technology,-9.06%,12.36M,155.80M,378.06M
1067,RBBN,Ribbon Communications Inc.,713.44M,4.060,1.25%,833.88M,"550,979",Software - Application,Technology,0.91%,-54.24M,27.83M,-295.90M
1068,ADTN,"ADTRAN Holdings, Inc.",710.75M,8.90,-3.47%,922.72M,"621,600",Communication Equipment,Technology,-19.70%,-447.89M,70.62M,-143.99M
1069,HBT,"HBT Financial, Inc.",710.40M,22.51,-1.79%,221.39M,"12,681",Banks - Regional,Financials,-1.81%,71.78M,83.87M,3.13M
1070,PRTA,Prothena Corporation plc,707.29M,13.14,1.00%,135.16M,"193,852",Biotechnology,Healthcare,47.92%,-122.31M,-150.35M,460.55M
1071,LENZ,"LENZ Therapeutics, Inc.",706.20M,25.64,-3.35%,-,"145,486",Biotechnology,Healthcare,-,-49.77M,-59.86M,207.65M
1072,COHU,"Cohu, Inc.",705.32M,15.10,-7.70%,401.78M,"541,998",Semiconductor Equipment & Materials,Technology,-36.86%,-69.82M,-7.86M,229.69M
1073,PLPC,Preformed Line Products Company,705.18M,142.72,-2.10%,593.71M,"17,539",Electrical Equipment & Parts,Industrials,-11.34%,37.09M,52.83M,20.06M
1074,GDEN,"Golden Entertainment, Inc.",703.07M,26.52,-3.77%,666.82M,"179,618",Resorts & Casinos,Consumer Discretionary,-36.68%,50.73M,42.44M,-446.32M
1075,CBLL,"CeriBell, Inc.",698.00M,19.46,-1.87%,65.44M,"109,401",Medical Devices,Healthcare,44.71%,-40.46M,-36.64M,172.41M
1076,FCBC,"First Community Bankshares, Inc.",697.70M,38.07,-2.31%,162.26M,"19,544",Banks - Regional,Financials,3.25%,51.60M,54.93M,376.03M
1077,CRON,Cronos Group Inc.,697.56M,1.790,-2.19%,117.62M,"920,511",Drug Manufacturers - Specialty & Generic,Healthcare,34.82%,41.08M,6.43M,856.79M
1078,MATW,Matthews International Corporation,697.41M,22.52,-3.60%,1.75B,"108,323",Conglomerates,Industrials,-7.12%,-60.83M,40.86M,-839.78M
1079,SHEN,Shenandoah Telecommunications Company,696.53M,12.74,-5.49%,328.06M,"192,486",Telecom Services,Communication Services,21.90%,190.39M,-256.50M,-384.59M
1080,MCBS,"MetroCity Bankshares, Inc.",696.04M,27.40,-0.90%,140.69M,"70,262",Banks - Regional,Financials,17.54%,64.50M,62.22M,-111.52M
1081,JYD,Jayud Global Logistics Limited,694.45M,7.27,5.36%,82.43M,"7,899,060",Integrated Freight & Logistics,Industrials,63.05%,-9.19M,-2.77M,-4.54M
1082,DGICA,Donegal Group Inc.,691.75M,19.41,1.30%,989.61M,"85,223",Insurance - Property & Casualty,Financials,6.72%,50.86M,67.44M,17.93M
1083,TREE,"LendingTree, Inc.",688.57M,51.41,-2.74%,900.22M,"208,526",Financial Conglomerates,Financials,33.86%,-41.70M,51.04M,-437.50M
1084,ABCL,AbCellera Biologics Inc.,688.35M,2.310,-2.12%,28.83M,"2,456,796",Biotechnology,Healthcare,-24.17%,-162.86M,-186.95M,560.25M
1085,GHRS,GH Research PLC,686.03M,11.06,-9.71%,-,"125,808",Biotechnology,Healthcare,-,-38.96M,-42.33M,182.00M
1086,WRLD,World Acceptance Corporation,685.10M,127.01,-3.78%,558.62M,"27,760",Credit Services,Financials,-2.93%,80.52M,242.69M,-625.48M
1087,CAC,Camden National Corporation,684.88M,40.61,-2.03%,177.40M,"54,587",Banks - Regional,Financials,10.05%,52.99M,55.36M,-328.14M
1088,GSM,Ferroglobe PLC,683.90M,3.640,-3.96%,1.64B,"1,305,577",Other Industrial Metals & Mining,Materials,-0.37%,5.24M,167.09M,-72.01M
1089,TRNS,"Transcat, Inc.",683.13M,73.38,0.62%,272.20M,"46,418",Industrial Distribution,Industrials,8.60%,16.94M,19.40M,-61.38M
1090,TCPC,BlackRock TCP Capital Corp.,679.77M,7.99,-0.25%,259.44M,"522,914",Asset Management,Financials,23.94%,-63.14M,-,-1.03B
1091,SPTN,SpartanNash Company,676.31M,20.03,-0.10%,9.55B,"129,944",Food Distribution,Consumer Staples,-1.85%,299.00K,73.48M,-1.09B
1092,SNCY,"Sun Country Airlines Holdings, Inc.",676.02M,12.87,-3.74%,1.08B,"319,034",Airlines,Industrials,2.49%,52.90M,117.53M,-431.76M
1093,HAFC,Hanmi Financial Corporation,675.98M,22.58,-1.22%,229.94M,"184,754",Banks - Regional,Financials,-7.72%,61.70M,51.33M,-128.72M
1094,DGICB,Donegal Group Inc.,675.80M,16.55,-1.84%,989.61M,620,Insurance - Property & Casualty,Financials,6.72%,50.86M,67.44M,17.93M
1095,QURE,uniQure N.V.,674.34M,12.47,-4.99%,27.12M,"991,513",Biotechnology,Healthcare,71.17%,-239.56M,-186.10M,-133.47M
1096,ABUS,Arbutus Biopharma Corporation,670.18M,3.500,7.03%,6.17M,"1,422,190",Biotechnology,Healthcare,-65.98%,-69.92M,-65.03M,116.51M
1097,CNCK,Coincheck Group N.V.,669.27M,5.16,-4.97%,2.35B,"40,712",Capital Markets,Financials,57.02%,-82.94M,10.99M,73.98M
1098,CVAC,CureVac N.V.,668.46M,2.980,6.43%,70.57M,"2,029,851",Biotechnology,Healthcare,75.12%,-298.33M,-351.75M,175.16M
1099,NRDS,"NerdWallet, Inc.",668.45M,9.02,-3.22%,687.60M,"454,594",Internet Content & Information,Communication Services,14.72%,30.40M,71.20M,59.60M
1100,HBNC,"Horizon Bancorp, Inc.",667.26M,15.16,-2.32%,186.19M,"112,267",Banks - Regional,Financials,1.91%,35.43M,1.28M,-1.05B
1101,WEST,Westrock Coffee Company,667.13M,7.08,-2.34%,850.73M,"141,618",Packaged Foods,Consumer Staples,-1.62%,-79.95M,-172.87M,-562.70M
1102,IRMD,IRADIMED CORPORATION,666.40M,52.41,-1.82%,73.24M,"30,028",Medical Devices,Healthcare,11.71%,19.23M,17.62M,52.08M
1103,ATEX,Anterix Inc.,664.66M,35.76,-4.67%,5.90M,"145,411",Telecom Services,Communication Services,66.77%,-29.99M,-6.65M,23.44M
1104,VINP,Vinci Partners Investments Ltd.,662.88M,10.35,0.10%,97.14M,"104,081",Asset Management,Financials,32.21%,19.11M,33.07M,125.04M
1105,TH,Target Hospitality Corp.,659.78M,6.64,-1.19%,386.27M,"709,616",Specialty Business Services,Industrials,-31.46%,71.27M,121.43M,-17.08M
1106,GOOD,Gladstone Commercial Corporation,659.06M,14.90,0.13%,149.39M,"252,364",REIT - Diversified,Real Estate,1.22%,11.12M,-,-677.55M
1107,IMOS,ChipMOS TECHNOLOGIES INC.,657.24M,17.64,-2.43%,692.37M,"24,616",Semiconductors,Technology,6.27%,43.32M,25.89M,5.47M
1108,GSBC,"Great Southern Bancorp, Inc.",655.05M,56.48,-2.39%,214.29M,"27,545",Banks - Regional,Financials,-5.33%,61.81M,39.14M,-507.14M
1109,BMBL,Bumble Inc.,652.55M,4.300,-4.87%,1.07B,"2,598,495",Internet Content & Information,Communication Services,1.88%,-557.27M,114.12M,-425.20M
1110,MLAB,"Mesa Laboratories, Inc.",649.70M,119.57,-4.07%,237.75M,"62,173",Scientific & Technical Instruments,Technology,11.68%,-249.44M,43.00M,-179.32M
1111,CCAP,"Crescent Capital BDC, Inc.",649.32M,17.52,-1.52%,197.36M,"109,377",Asset Management,Financials,7.18%,73.65M,-,-865.71M
1112,IBCP,Independent Bank Corporation,647.22M,30.86,-2.16%,218.14M,"35,666",Banks - Regional,Financials,8.64%,66.79M,55.20M,7.59M
1113,AVBP,"ArriVent BioPharma, Inc.",644.61M,18.95,2.05%,-,"118,775",Biotechnology,Healthcare,-,-80.49M,-,218.69M
1114,XRX,Xerox Holdings Corporation,642.69M,5.13,-5.52%,6.22B,"4,365,925",Information Technology Services,Technology,-9.66%,-1.34B,467.00M,-3.06B
1115,DNTH,"Dianthus Therapeutics, Inc.",642.18M,19.99,0.60%,6.24M,"180,786",Biotechnology,Healthcare,120.63%,-84.97M,-78.29M,355.48M
1116,MGIC,Magic Software Enterprises Ltd.,635.84M,12.95,-1.67%,552.52M,"33,588",Information Technology Services,Technology,-0.74%,36.88M,73.16M,26.68M
1117,FWRD,Forward Air Corporation,629.95M,20.72,-0.86%,2.47B,"280,617",Integrated Freight & Logistics,Industrials,80.51%,-816.97M,-119.71M,-2.04B
1118,BLMN,"Bloomin' Brands, Inc.",629.34M,7.41,-7.95%,3.95B,"2,461,310",Restaurants,Consumer Discretionary,-5.22%,-128.02M,7.40M,-2.22B
1119,EGBN,"Eagle Bancorp, Inc.",629.15M,20.83,-2.62%,244.39M,"308,359",Banks - Regional,Financials,-12.97%,-47.04M,123.44M,12.88M
1120,TRVI,"Trevi Therapeutics, Inc.",628.43M,6.50,-0.38%,-,"935,468",Biotechnology,Healthcare,-,-47.91M,-38.29M,106.59M
1121,OFIX,Orthofix Medical Inc.,626.70M,16.06,-0.62%,799.49M,"150,950",Medical Devices,Healthcare,7.08%,-126.00M,-9.09M,-110.47M
1122,REAL,"The RealReal, Inc.",625.21M,5.62,-3.27%,600.48M,"2,747,244",Luxury Goods,Consumer Discretionary,9.32%,-134.20M,12.60M,-374.34M
1123,SENEB,Seneca Foods Corporation,622.63M,90.99,4.33%,1.54B,117,Packaged Foods,Consumer Staples,4.01%,38.30M,257.24M,-433.59M
1124,KRUS,"Kura Sushi USA, Inc.",622.61M,51.60,-5.08%,250.84M,"231,699",Restaurants,Consumer Discretionary,25.68%,-7.72M,-28.87M,-45.18M
1125,SENEA,Seneca Foods Corporation,621.58M,90.35,1.26%,1.54B,"22,026",Packaged Foods,Consumer Staples,4.01%,38.30M,257.24M,-433.59M
1126,MGPI,"MGP Ingredients, Inc.",621.52M,29.22,-1.35%,703.63M,"238,038",Beverages - Wineries & Distilleries,Consumer Staples,-15.89%,34.29M,31.10M,-314.37M
1127,TLRY,"Tilray Brands, Inc.",621.38M,0.663,-7.18%,829.22M,"16,780,302",Drug Manufacturers - Specialty & Generic,Healthcare,18.38%,-248.96M,-92.10M,-121.54M
1128,BCYC,Bicycle Therapeutics plc,620.75M,8.97,-2.39%,35.28M,"268,504",Biotechnology,Healthcare,30.76%,-169.03M,-165.96M,870.03M
1129,MOFG,"MidWestOne Financial Group, Inc.",618.64M,29.72,-0.54%,60.51M,"224,764",Banks - Regional,Financials,-61.40%,-60.29M,60.78M,88.84M
1130,CEVA,"CEVA, Inc.",617.54M,25.94,-3.96%,106.94M,"151,055",Semiconductors,Technology,9.77%,-8.79M,-237.00K,158.40M
1131,GLAD,Gladstone Capital Corporation,616.30M,27.60,-0.58%,95.36M,"64,906",Asset Management,Financials,5.53%,101.48M,-,-314.03M
1132,SVRA,Savara Inc.,612.48M,2.910,4.68%,-,"883,544",Biotechnology,Healthcare,-,-95.88M,-,193.06M
1133,SEAT,Vivid Seats Inc.,612.14M,2.930,-1.35%,775.59M,"1,514,819",Internet Content & Information,Communication Services,8.80%,9.43M,49.70M,-166.13M
1134,CCBG,"Capital City Bank Group, Inc.",611.40M,35.85,-2.08%,230.88M,"13,053",Banks - Regional,Financials,4.53%,52.92M,54.89M,289.75M
1135,CSIQ,Canadian Solar Inc.,610.69M,9.23,-3.75%,5.99B,"1,787,067",Solar,Technology,-21.28%,36.05M,-2.75B,-3.57B
1136,AMRK,"A-Mark Precious Metals, Inc.",608.86M,26.45,-6.90%,10.59B,"337,696",Capital Markets,Financials,5.93%,51.50M,137.40M,-789.97M
1137,IMNM,"Immunome, Inc.",607.79M,6.99,-3.98%,9.04M,"1,060,122",Biotechnology,Healthcare,-35.50%,-292.96M,-164.30M,212.47M
1138,LEGH,Legacy Housing Corporation,606.37M,25.13,-2.63%,184.19M,"48,353",Residential Construction,Consumer Discretionary,-2.62%,61.64M,26.78M,-247.00K
1139,GCT,GigaCloud Technology Inc.,605.40M,15.11,-5.09%,1.16B,"899,939",Software - Infrastructure,Technology,64.96%,125.81M,142.54M,-181.85M
1140,PSIX,"Power Solutions International, Inc.",602.58M,26.19,-10.46%,475.97M,"360,398",Specialty Industrial Machinery,Industrials,3.70%,69.28M,57.83M,-90.79M
1141,KIDS,OrthoPediatrics Corp.,600.85M,24.74,-0.04%,204.73M,"120,725",Medical Devices,Healthcare,37.65%,-37.82M,-41.31M,-12.06M
1142,DAKT,"Daktronics, Inc.",600.73M,12.04,-6.16%,799.81M,"332,929",Electronic Components,Technology,-1.51%,1.82M,66.27M,89.65M
1143,IPX,IperionX Limited,600.59M,18.08,-2.27%,-,"43,575",Other Industrial Metals & Mining,Materials,-,-27.59M,-30.09M,72.93M
1144,MRVI,"Maravai LifeSciences Holdings, Inc.",600.23M,2.360,0.43%,259.19M,"2,738,466",Biotechnology,Healthcare,-10.30%,-144.85M,-22.19M,-52.92M
